site_id,lat,lon,capacity_mw,c_stab,pearsons,rep_year
4242500,43.43881947,-75.59030046,1.041943839,,,
3209000,37.23289354,-82.34422805,8.616109306,,,
3320000,37.53140468,-87.26479544,20.24526351,0.30421627,-0.019327047,2016
1347000,43.01417,-74.78416,1.671783832,0.31913367,-0.128000531,2018
3039000,40.71402307,-79.50829225,6.075349717,0.28137448,0.078381989,2014
2341460,32.46965828,-84.99665091,21.86850276,0.33823362,-0.069546148,2014
8162500,28.97711269,-96.01223083,10.93561563,,,
5464730,41.94449167,-91.63053503,2.27607102,0.23998323,0.060483621,2019
9246500,40.55683434,-107.3863286,1.248413982,,,
1153000,43.3389236,-72.50748553,1.614209629,0.22711669,-0.051258021,2018
8048000,32.76149062,-97.33146676,1.73266595,,,
7241000,35.48602348,-97.66658649,5.169359085,,,
1500000,42.32911247,-75.22999393,1.455300035,,,
3042500,40.59449207,-79.09882492,1.267818269,,,
4151500,43.32481,-83.74167,1.024479752,,,
3070260,39.49045427,-79.63913772,1.722746053,,,
4101225,41.66303527,-86.17717538,2.335396385,,,
3124500,40.63531094,-81.55800092,1.978472955,,,
1575500,39.92253434,-76.75402339,1.218079408,,,
8104100,31.02266342,-97.53181203,10.11491428,,,
1518000,41.89822694,-77.13890786,4.639088179,,,
3203600,37.59963274,-81.82077638,15.11098669,,,
3111500,40.21553154,-80.96267172,1.486376105,0.8141511,-0.070532906,2013
6890900,39.11408747,-95.4261717,3.490848699,,,
3056000,39.31293794,-80.03392405,46.99301639,0.27571207,-0.053631779,2016
5430500,42.66939773,-89.03152557,1.281778457,0.57963365,-0.132552684,2016
1113895,41.97145353,-71.47084333,1.720863999,0.35872635,-0.037835912,2017
5378500,44.16216,-91.81022,25.25088937,0.505499,0.133341418,2018
